id,name,longitude,latitude,adname,中类,小类
B0FFJ4NEWK,广州医科大学附属中医医院(天河院区),113.38368480784698,23.144583607633663,天河区,综合医院,三级甲等医院
B0K6A7VIMJ,广州医科大学附属中医医院天河院区住院楼,113.38404659359568,23.14509520852782,天河区,综合医院,三级甲等医院
B0I6BOSEFX,广州医科大学附属第一医院(大坦沙院区)门诊,113.21475140067864,23.135967714516905,荔湾区,综合医院,三级甲等医院
B0HBT9513E,广州医科大学附属第一医院(大坦沙院区),113.2152649440993,23.135624393779565,荔湾区,综合医院,三级甲等医院
B0JKGM0I70,广州医科大学附属第一医院(大坦沙院区)医技住院综合楼,113.21424694145728,23.13506753481006,荔湾区,综合医院,三级甲等医院
B0JKGM3V3X,广州医科大学附属第一医院(大坦沙院区)急诊,113.21444816513517,23.13483784334031,荔湾区,综合医院,三级甲等医院
B0FFFONCNR,广州中医药大学第三附属医院院本部,113.21221586583611,23.07389657137936,荔湾区,综合医院,三级甲等医院
B0FFGKUQHK,广州中医药大学第三附属医院院本部住院部,113.21227094073116,23.07368472398491,荔湾区,综合医院,三级甲等医院
B00140ID2I,广州中医药大学第三附属医院芳村分院,113.20778702924224,23.11340172658529,荔湾区,综合医院,三级甲等医院
B00141TWV6,广州中医药大学第三附属医院芳村分院急诊,113.20782507473042,23.11342576504556,荔湾区,综合医院,三级甲等医院
B0FFFE15Q5,广州中医药大学第三附属医院院本部门诊部,113.2122849116175,23.07434945822644,荔湾区,综合医院,三级甲等医院
B00141SV4M,广州海军医院不孕不育医院诊疗基地,113.34410986850192,23.08002937298325,海珠区,综合医院,三级甲等医院
B0FFF42VPR,广州海军骨科诊疗中心,113.34411485968025,23.080024366451923,海珠区,综合医院,三级甲等医院
B0FFFEB590,广州中医药大学第三附属医院院本部急诊,113.21261828291608,23.07425987434561,荔湾区,综合医院,三级甲等医院
B0J1HU9XQ8,广州中医药大学第三附属医院院本部胸痛中心,113.2126603279982,23.07427091712137,荔湾区,综合医院,三级甲等医院
B0J0JHKE6G,广州中医药大学第三附属医院院本部创伤中心,113.21262228808608,23.074247883948587,荔湾区,综合医院,三级甲等医院
B0J0JHH73A,广州中医药大学第三附属医院院本部卒中中心,113.21264631346833,23.074259905975044,荔湾区,综合医院,三级甲等医院
B0IKRMH7MT,广州中医药大学第三附属医院院本部发热门诊,113.2126722925799,23.07499462406071,荔湾区,综合医院,三级甲等医院
B0FFGRCIPC,广州中医药大学第三附属医院芳村分院门诊,113.20776700228802,23.113433688008406,荔湾区,综合医院,三级甲等医院
B00140W66H,广州市第一人民医院(鹤洞分院),113.22793920087868,23.071175666608788,荔湾区,综合医院,三级甲等医院
B0FFF2XHKW,广州市第一人民医院鹤洞分院口腔门诊,113.22773610404164,23.07092964499646,荔湾区,综合医院,三级甲等医院
B0FFGRCMAC,广州市第一人民医院鹤洞分院住院部,113.2278491563939,23.071092646145942,荔湾区,综合医院,三级甲等医院
B0GR552V49,南部战区总医院(越秀院区)药学楼,113.24878136257382,23.14466918746024,越秀区,综合医院,三级甲等医院
B0FFK51V92,南部战区总医院(越秀院区)迎宾楼,113.24930316752204,23.14542979578868,越秀区,综合医院,三级甲等医院
